price,crime_rate,resid_area,air_qual,room_num,age,teachers,poor_prop,n_hos_beds,n_hot_rooms,rainfall,avg_dist,airport_YES,waterbody_Lake,waterbody_Lake and River,waterbody_River
12.7,1.7349827472403847,48.1,0.713,5.976,87.9,19.8,19.01,7.154,15.1016,31,2.58,0,0,0,1
13.5,2.219266525546099,48.1,0.713,5.936,80.3,19.8,16.94,8.87,13.108,46,2.78,0,0,0,0
14.9,2.169308525041816,48.1,0.713,6.301,83.7,19.8,16.23,5.598,15.1192,39,2.785,0,0,0,1
20.0,2.0542737224466707,48.1,0.713,6.081,84.4,19.8,14.7,5.4,14.16,27,2.7175,1,1,0,0
16.4,1.7599471129733726,48.1,0.713,6.701,90.0,19.8,16.42,9.428,12.1312,29,2.5975,1,0,0,1
17.7,1.546095475702301,48.1,0.713,6.376,88.4,19.8,14.65,9.854,13.1416,24,2.565,1,0,0,0
19.5,2.035348578369212,48.1,0.713,6.317,83.0,19.8,13.99,5.89,15.156,22,2.735,0,0,0,1
20.2,1.9200280793412092,48.1,0.713,6.513,89.9,19.8,10.29,8.804,15.1616,30,2.8025,1,0,0,0
21.4,2.1792099506138976,48.1,0.655,6.209,65.4,19.8,13.22,7.828,11.1712,55,2.9650000000000003,0,0,1,0
19.9,1.4263800846591763,48.1,0.655,5.759,48.2,19.8,14.13,9.998,12.1592,43,3.065,0,0,0,0
19.0,1.5633897854422465,48.1,0.655,5.952,84.7,19.8,17.15,8.38,10.152,21,2.8725,1,0,0,0
19.1,1.690516391203815,48.1,0.584,6.003,94.5,19.8,21.32,9.482,13.1528,21,2.54,0,0,1,0
19.1,2.807937767457695,48.1,0.58,5.926,71.0,19.8,18.13,5.882,15.1528,28,2.91,0,0,0,0
20.1,2.6444072787962525,48.1,0.58,5.713,56.7,19.8,14.76,6.302,13.1608,27,2.825,0,0,0,0
19.9,1.6768703671037264,48.1,0.58,6.167,84.0,19.8,16.29,5.598,12.1592,36,3.035,0,0,0,1
19.6,1.6170905561197193,48.1,0.532,6.229,90.7,19.8,12.87,8.692,13.1568,52,3.0975,1,0,1,0
23.2,1.5192243229211484,48.1,0.58,6.437,75.0,19.8,14.36,8.464,15.1856,39,2.895,1,0,1,0
29.8,1.7311049511313974,48.1,0.614,6.98,67.6,19.8,11.66,7.396,15.2384,56,2.5325,1,0,1,0
13.8,2.203404332146021,48.1,0.584,5.427,95.4,19.8,18.14,9.076,11.1104,47,2.4275,0,0,1,0
13.3,2.000549838013637,48.1,0.584,6.162,97.4,19.8,24.1,9.066,11.1064,27,2.205,1,1,0,0
16.7,1.7700948094248417,48.1,0.614,6.484,93.6,19.8,18.68,6.134,14.1336,22,2.3025,1,0,0,1
12.0,2.774050153828231,48.1,0.614,5.304,97.3,19.8,24.91,9.34,15.096,39,2.1025,0,1,0,0
14.6,2.418855874659432,48.1,0.614,6.185,96.7,19.8,18.03,5.292,15.1168,60,2.17,1,1,0,0
21.4,2.730053020578551,48.1,0.614,6.229,88.0,19.8,13.11,6.128,10.1712,32,1.95,0,0,0,1
23.0,1.9204472756044824,48.1,0.532,6.242,64.7,19.8,10.74,8.56,13.184,22,3.4225,0,0,0,1
23.7,1.903327677232432,48.1,0.532,6.75,74.9,19.8,7.74,6.974,15.1896,46,3.33,0,0,0,0
25.0,1.9067474913596385,48.1,0.532,7.061,77.0,19.8,7.01,5.5,11.2,29,3.41,0,1,0,0
21.8,1.3398262488998969,48.1,0.532,5.762,40.3,19.8,10.42,9.636,14.1744,57,4.1000000000000005,0,0,1,0
20.6,1.2174525430495582,48.1,0.583,5.871,41.9,19.8,13.34,8.112,12.1648,31,3.7225,1,1,0,0
21.2,1.5419446302865207,48.1,0.583,6.312,51.9,19.8,10.58,9.024,13.1696,51,3.99,0,0,1,0
19.1,1.9008754243872985,48.1,0.583,6.114,79.8,19.8,14.98,8.582,12.1528,57,3.5449999999999995,1,0,0,0
20.6,1.763989083482614,48.1,0.583,5.905,53.2,19.8,11.45,8.412,11.1648,44,3.1500000000000004,0,0,0,0
15.2,0.1405094889795146,57.74,0.609,5.454,92.7,19.9,18.06,6.004,14.1216,28,1.82,0,0,0,0
7.0,0.1683663002546541,57.74,0.609,5.414,98.3,19.9,23.97,9.84,15.056,29,1.7575000000000005,0,0,0,0
8.1,0.188518979701907,57.74,0.609,5.093,98.0,19.9,29.68,9.162,10.0648,49,1.8225,1,0,1,0
13.6,0.1005147940898636,57.74,0.609,5.983,98.8,19.9,18.07,7.072,14.1088,47,1.8675,0,0,0,0
20.1,0.1055484979880409,57.74,0.609,5.983,83.5,19.9,13.35,8.902,13.1608,57,2.1075,1,0,0,1
21.8,0.1598288143805233,39.69,0.585,5.707,54.0,20.8,12.01,5.936,14.1744,31,2.3825000000000003,1,0,0,1
24.5,0.2465240839918834,39.69,0.585,5.926,42.6,20.8,13.59,8.79,11.196,47,2.38,1,0,0,1
23.1,0.1646581397550565,39.69,0.585,5.67,28.8,20.8,17.6,8.462,14.1848,55,2.8000000000000003,0,0,1,0
19.7,0.2543320927702268,39.69,0.585,5.39,72.9,20.8,21.14,7.9990000000000006,12.1576,44,2.7975,0,0,0,1
18.3,0.237740495661178,39.69,0.585,5.794,70.6,20.8,14.1,5.366,14.1464,55,2.8925,1,1,0,0
21.2,0.2144014502573663,39.69,0.585,6.019,65.3,20.8,12.92,5.824,14.1696,32,2.4075,1,0,0,1
17.5,0.1636737624214715,39.69,0.585,5.569,73.5,20.8,15.1,9.85,14.14,47,2.4,0,1,0,0
16.8,0.2024345934245115,39.69,0.585,6.027,79.7,20.8,14.33,6.236,14.1344,54,2.4975,0,1,0,0
22.4,0.0607469672731006,41.93,0.573,6.593,69.1,19.0,9.67,9.348,12.1792,27,2.4775,0,0,1,0
20.6,0.0442752252499074,41.93,0.573,6.12,76.7,19.0,9.08,6.612,13.1648,20,2.2875,1,0,1,0
23.9,0.0589856323478708,41.93,0.573,6.976,91.0,19.0,5.64,5.478,12.1912,31,2.1675,0,0,0,0
22.0,0.1039905777212051,41.93,0.573,6.794,89.3,19.0,6.48,7.94,15.176,47,2.39,1,0,0,0
19.0,0.0463204502685042,41.93,0.573,6.03,80.8,19.0,7.88,10.28,10.152,45,2.5050000000000003,1,0,0,0
